method,overload,trial,window_idx,true_label,pred_label,correct,snr_db,spec_corr,class_name
LTTB,100,0,37,1,1,1,4.76,0.8151,inner_race
LTTB,100,0,38,2,2,1,5.65,0.9025,ball_fault
LTTB,100,0,39,2,2,1,5.31,0.8931,ball_fault
LTTB,100,0,40,2,2,1,4.57,0.8501,ball_fault
LTTB,100,0,41,2,2,1,5.36,0.8984,ball_fault
LTTB,100,0,42,2,2,1,5.23,0.8819,ball_fault
LTTB,100,0,43,2,2,1,5.17,0.8672,ball_fault
LTTB,100,0,44,2,2,1,5.62,0.8900,ball_fault
LTTB,100,0,45,2,2,1,7.05,0.9177,ball_fault
LTTB,100,0,46,2,2,1,5.87,0.8826,ball_fault
LTTB,100,0,47,2,2,1,4.86,0.8712,ball_fault
LTTB,100,0,48,2,2,1,5.40,0.8768,ball_fault
LTTB,100,0,49,2,2,1,4.02,0.8288,ball_fault
LTTB,100,0,50,2,2,1,5.67,0.8960,ball_fault
LTTB,100,0,51,2,2,1,5.16,0.8746,ball_fault
LTTB,100,0,52,2,2,1,4.86,0.8704,ball_fault
LTTB,100,0,53,2,2,1,5.67,0.8902,ball_fault
LTTB,100,0,54,2,2,1,6.26,0.9110,ball_fault
LTTB,100,0,55,2,2,1,4.30,0.8455,ball_fault
LTTB,100,0,56,2,2,1,4.89,0.8712,ball_fault
DROP,10,0,0,0,0,1,-2.87,0.0000,normal
DROP,10,0,1,0,0,1,-1.17,0.0000,normal
DROP,10,0,2,0,0,1,-3.13,0.0000,normal
DROP,10,0,3,0,0,1,0.19,0.0000,normal
DROP,10,0,4,0,0,1,-2.21,0.0000,normal
DROP,10,0,5,0,0,1,-1.72,0.0000,normal
DROP,10,0,6,0,0,1,-3.45,0.0000,normal
DROP,10,0,7,0,0,1,0.07,0.0000,normal
DROP,10,0,8,0,0,1,0.47,0.0000,normal
DROP,10,0,9,0,0,1,0.22,0.0000,normal
DROP,10,0,10,0,0,1,0.17,0.0000,normal
DROP,10,0,11,0,0,1,1.01,0.0000,normal
DROP,10,0,12,0,0,1,-6.68,0.0000,normal
DROP,10,0,13,0,0,1,-0.09,0.0000,normal
DROP,10,0,14,0,0,1,0.04,0.0000,normal
DROP,10,0,15,0,0,1,-5.04,0.0000,normal
DROP,10,0,16,0,0,1,0.25,0.0000,normal
DROP,10,0,17,0,0,1,0.08,0.0000,normal
DROP,10,0,18,0,0,1,-3.86,0.0000,normal
DROP,10,0,19,1,1,1,-0.32,0.0000,inner_race
DROP,10,0,20,1,1,1,-0.08,0.0000,inner_race
DROP,10,0,21,1,1,1,0.80,0.0000,inner_race
DROP,10,0,22,1,1,1,0.06,0.0000,inner_race
DROP,10,0,23,1,1,1,-0.75,0.0000,inner_race
DROP,10,0,24,1,0,0,-4.12,0.0000,inner_race
DROP,10,0,25,1,0,0,-1.17,0.0000,inner_race
DROP,10,0,26,1,1,1,-0.13,0.0000,inner_race
DROP,10,0,27,1,0,0,-8.31,0.0000,inner_race
DROP,10,0,28,1,1,1,-0.26,0.0000,inner_race
DROP,10,0,29,1,1,1,-1.85,0.0000,inner_race
DROP,10,0,30,1,1,1,0.23,0.0000,inner_race
DROP,10,0,31,1,1,1,-0.10,0.0000,inner_race
DROP,10,0,32,1,1,1,0.08,0.0000,inner_race
DROP,10,0,33,1,2,0,0.23,0.0000,inner_race
DROP,10,0,34,1,0,0,-0.18,0.0000,inner_race
DROP,10,0,35,1,0,0,-3.89,0.0000,inner_race
DROP,10,0,36,1,0,0,-3.26,0.0000,inner_race
DROP,10,0,37,1,0,0,-0.87,0.0000,inner_race
DROP,10,0,38,2,2,1,-0.96,0.0000,ball_fault
DROP,10,0,39,2,0,0,-0.74,0.0000,ball_fault
DROP,10,0,40,2,0,0,-1.74,0.0000,ball_fault
DROP,10,0,41,2,0,0,-3.50,0.0000,ball_fault
DROP,10,0,42,2,2,1,0.18,0.0000,ball_fault
DROP,10,0,43,2,0,0,-1.91,0.0000,ball_fault
DROP,10,0,44,2,2,1,-0.73,0.0000,ball_fault
DROP,10,0,45,2,0,0,-5.97,0.0000,ball_fault
DROP,10,0,46,2,2,1,0.32,0.0000,ball_fault
DROP,10,0,47,2,0,0,-1.05,0.0000,ball_fault
DROP,10,0,48,2,0,0,-4.51,0.0000,ball_fault
DROP,10,0,49,2,2,1,-1.26,0.0000,ball_fault
DROP,10,0,50,2,0,0,-0.90,0.0000,ball_fault
DROP,10,0,51,2,2,1,-0.44,0.0000,ball_fault
DROP,10,0,52,2,0,0,-2.21,0.0000,ball_fault
DROP,10,0,53,2,2,1,-0.23,0.0000,ball_fault
DROP,10,0,54,2,0,0,-0.45,0.0000,ball_fault
DROP,10,0,55,2,0,0,-1.73,0.0000,ball_fault
DROP,10,0,56,2,0,0,-3.71,0.0000,ball_fault
DROP,10,1,0,0,0,1,-2.87,0.0000,normal
DROP,10,1,1,0,0,1,-1.17,0.0000,normal
DROP,10,1,2,0,0,1,-3.13,0.0000,normal
DROP,10,1,3,0,0,1,0.19,0.0000,normal
DROP,10,1,4,0,0,1,-2.21,0.0000,normal
DROP,10,1,5,0,0,1,-1.72,0.0000,normal
DROP,10,1,6,0,0,1,-3.45,0.0000,normal
DROP,10,1,7,0,0,1,0.07,0.0000,normal
DROP,10,1,8,0,0,1,0.47,0.0000,normal
DROP,10,1,9,0,0,1,0.22,0.0000,normal
DROP,10,1,10,0,0,1,0.17,0.0000,normal
DROP,10,1,11,0,0,1,1.01,0.0000,normal
DROP,10,1,12,0,0,1,-6.68,0.0000,normal
DROP,10,1,13,0,0,1,-0.09,0.0000,normal
DROP,10,1,14,0,0,1,0.04,0.0000,normal
DROP,10,1,15,0,0,1,-5.04,0.0000,normal
DROP,10,1,16,0,0,1,0.25,0.0000,normal
DROP,10,1,17,0,0,1,0.08,0.0000,normal
DROP,10,1,18,0,0,1,-3.86,0.0000,normal
DROP,10,1,19,1,1,1,-0.32,0.0000,inner_race
DROP,10,1,20,1,1,1,-0.08,0.0000,inner_race
DROP,10,1,21,1,1,1,0.80,0.0000,inner_race
DROP,10,1,22,1,1,1,0.06,0.0000,inner_race
DROP,10,1,23,1,1,1,-0.75,0.0000,inner_race
DROP,10,1,24,1,0,0,-4.12,0.0000,inner_race
DROP,10,1,25,1,0,0,-1.17,0.0000,inner_race
DROP,10,1,26,1,1,1,-0.13,0.0000,inner_race
DROP,10,1,27,1,0,0,-8.31,0.0000,inner_race
DROP,10,1,28,1,1,1,-0.26,0.0000,inner_race
DROP,10,1,29,1,1,1,-1.85,0.0000,inner_race
DROP,10,1,30,1,1,1,0.23,0.0000,inner_race
DROP,10,1,31,1,1,1,-0.10,0.0000,inner_race
DROP,10,1,32,1,1,1,0.08,0.0000,inner_race
DROP,10,1,33,1,2,0,0.23,0.0000,inner_race
DROP,10,1,34,1,0,0,-0.18,0.0000,inner_race
DROP,10,1,35,1,0,0,-3.89,0.0000,inner_race
DROP,10,1,36,1,0,0,-3.26,0.0000,inner_race
DROP,10,1,37,1,0,0,-0.87,0.0000,inner_race
DROP,10,1,38,2,2,1,-0.96,0.0000,ball_fault
DROP,10,1,39,2,0,0,-0.74,0.0000,ball_fault
DROP,10,1,40,2,0,0,-1.74,0.0000,ball_fault
DROP,10,1,41,2,0,0,-3.50,0.0000,ball_fault
DROP,10,1,42,2,2,1,0.18,0.0000,ball_fault
DROP,10,1,43,2,0,0,-1.91,0.0000,ball_fault
DROP,10,1,44,2,2,1,-0.73,0.0000,ball_fault
DROP,10,1,45,2,0,0,-5.97,0.0000,ball_fault
DROP,10,1,46,2,2,1,0.32,0.0000,ball_fault
DROP,10,1,47,2,0,0,-1.05,0.0000,ball_fault
DROP,10,1,48,2,0,0,-4.51,0.0000,ball_fault
DROP,10,1,49,2,2,1,-1.26,0.0000,ball_fault
DROP,10,1,50,2,0,0,-0.90,0.0000,ball_fault
DROP,10,1,51,2,2,1,-0.44,0.0000,ball_fault
DROP,10,1,52,2,0,0,-2.21,0.0000,ball_fault
DROP,10,1,53,2,2,1,-0.23,0.0000,ball_fault
DROP,10,1,54,2,0,0,-0.45,0.0000,ball_fault
DROP,10,1,55,2,0,0,-1.73,0.0000,ball_fault
DROP,10,1,56,2,0,0,-3.71,0.0000,ball_fault
DROP,10,2,0,0,0,1,-2.87,0.0000,normal
DROP,10,2,1,0,0,1,-1.17,0.0000,normal
DROP,10,2,2,0,0,1,-3.13,0.0000,normal
DROP,10,2,3,0,0,1,0.19,0.0000,normal
DROP,10,2,4,0,0,1,-2.21,0.0000,normal
DROP,10,2,5,0,0,1,-1.72,0.0000,normal
DROP,10,2,6,0,0,1,-3.45,0.0000,normal
DROP,10,2,7,0,0,1,0.07,0.0000,normal
DROP,10,2,8,0,0,1,0.47,0.0000,normal
DROP,10,2,9,0,0,1,0.22,0.0000,normal
DROP,10,2,10,0,0,1,0.17,0.0000,normal
DROP,10,2,11,0,0,1,1.01,0.0000,normal
DROP,10,2,12,0,0,1,-6.68,0.0000,normal
DROP,10,2,13,0,0,1,-0.09,0.0000,normal
DROP,10,2,14,0,0,1,0.04,0.0000,normal
DROP,10,2,15,0,0,1,-5.04,0.0000,normal
DROP,10,2,16,0,0,1,0.25,0.0000,normal
DROP,10,2,17,0,0,1,0.08,0.0000,normal
DROP,10,2,18,0,0,1,-3.86,0.0000,normal
DROP,10,2,19,1,1,1,-0.32,0.0000,inner_race
DROP,10,2,20,1,1,1,-0.08,0.0000,inner_race
DROP,10,2,21,1,1,1,0.80,0.0000,inner_race
DROP,10,2,22,1,1,1,0.06,0.0000,inner_race
DROP,10,2,23,1,1,1,-0.75,0.0000,inner_race
DROP,10,2,24,1,0,0,-4.12,0.0000,inner_race
DROP,10,2,25,1,0,0,-1.17,0.0000,inner_race
DROP,10,2,26,1,1,1,-0.13,0.0000,inner_race
DROP,10,2,27,1,0,0,-8.31,0.0000,inner_race
DROP,10,2,28,1,1,1,-0.26,0.0000,inner_race
DROP,10,2,29,1,1,1,-1.85,0.0000,inner_race
DROP,10,2,30,1,1,1,0.23,0.0000,inner_race
DROP,10,2,31,1,1,1,-0.10,0.0000,inner_race
DROP,10,2,32,1,1,1,0.08,0.0000,inner_race
DROP,10,2,33,1,2,0,0.23,0.0000,inner_race
DROP,10,2,34,1,0,0,-0.18,0.0000,inner_race
DROP,10,2,35,1,0,0,-3.89,0.0000,inner_race
DROP,10,2,36,1,0,0,-3.26,0.0000,inner_race
DROP,10,2,37,1,0,0,-0.87,0.0000,inner_race
DROP,10,2,38,2,2,1,-0.96,0.0000,ball_fault
DROP,10,2,39,2,0,0,-0.74,0.0000,ball_fault
DROP,10,2,40,2,0,0,-1.74,0.0000,ball_fault
DROP,10,2,41,2,0,0,-3.50,0.0000,ball_fault
DROP,10,2,42,2,2,1,0.18,0.0000,ball_fault
DROP,10,2,43,2,0,0,-1.91,0.0000,ball_fault
DROP,10,2,44,2,2,1,-0.73,0.0000,ball_fault
DROP,10,2,45,2,0,0,-5.97,0.0000,ball_fault
DROP,10,2,46,2,2,1,0.32,0.0000,ball_fault
DROP,10,2,47,2,0,0,-1.05,0.0000,ball_fault
DROP,10,2,48,2,0,0,-4.51,0.0000,ball_fault
DROP,10,2,49,2,2,1,-1.26,0.0000,ball_fault
DROP,10,2,50,2,0,0,-0.90,0.0000,ball_fault
DROP,10,2,51,2,2,1,-0.44,0.0000,ball_fault
DROP,10,2,52,2,0,0,-2.21,0.0000,ball_fault
DROP,10,2,53,2,2,1,-0.23,0.0000,ball_fault
DROP,10,2,54,2,0,0,-0.45,0.0000,ball_fault
DROP,10,2,55,2,0,0,-1.73,0.0000,ball_fault
DROP,10,2,56,2,0,0,-3.71,0.0000,ball_fault
DROP,10,3,0,0,0,1,-2.87,0.0000,normal
DROP,10,3,1,0,0,1,-1.17,0.0000,normal
DROP,10,3,2,0,0,1,-3.13,0.0000,normal
DROP,10,3,3,0,0,1,0.19,0.0000,normal
DROP,10,3,4,0,0,1,-2.21,0.0000,normal
DROP,10,3,5,0,0,1,-1.72,0.0000,normal
DROP,10,3,6,0,0,1,-3.45,0.0000,normal
DROP,10,3,7,0,0,1,0.07,0.0000,normal
DROP,10,3,8,0,0,1,0.47,0.0000,normal
DROP,10,3,9,0,0,1,0.22,0.0000,normal
DROP,10,3,10,0,0,1,0.17,0.0000,normal
DROP,10,3,11,0,0,1,1.01,0.0000,normal
DROP,10,3,12,0,0,1,-6.68,0.0000,normal
DROP,10,3,13,0,0,1,-0.09,0.0000,normal
DROP,10,3,14,0,0,1,0.04,0.0000,normal
DROP,10,3,15,0,0,1,-5.04,0.0000,normal
DROP,10,3,16,0,0,1,0.25,0.0000,normal
DROP,10,3,17,0,0,1,0.08,0.0000,normal
DROP,10,3,18,0,0,1,-3.86,0.0000,normal
DROP,10,3,19,1,1,1,-0.32,0.0000,inner_race
DROP,10,3,20,1,1,1,-0.08,0.0000,inner_race
DROP,10,3,21,1,1,1,0.80,0.0000,inner_race
DROP,10,3,22,1,1,1,0.06,0.0000,inner_race
DROP,10,3,23,1,1,1,-0.75,0.0000,inner_race
DROP,10,3,24,1,0,0,-4.12,0.0000,inner_race
DROP,10,3,25,1,0,0,-1.17,0.0000,inner_race
DROP,10,3,26,1,1,1,-0.13,0.0000,inner_race
DROP,10,3,27,1,0,0,-8.31,0.0000,inner_race
DROP,10,3,28,1,1,1,-0.26,0.0000,inner_race
DROP,10,3,29,1,1,1,-1.85,0.0000,inner_race
DROP,10,3,30,1,1,1,0.23,0.0000,inner_race
DROP,10,3,31,1,1,1,-0.10,0.0000,inner_race
DROP,10,3,32,1,1,1,0.08,0.0000,inner_race
DROP,10,3,33,1,2,0,0.23,0.0000,inner_race
DROP,10,3,34,1,0,0,-0.18,0.0000,inner_race
DROP,10,3,35,1,0,0,-3.89,0.0000,inner_race
DROP,10,3,36,1,0,0,-3.26,0.0000,inner_race
DROP,10,3,37,1,0,0,-0.87,0.0000,inner_race
DROP,10,3,38,2,2,1,-0.96,0.0000,ball_fault
DROP,10,3,39,2,0,0,-0.74,0.0000,ball_fault
DROP,10,3,40,2,0,0,-1.74,0.0000,ball_fault
DROP,10,3,41,2,0,0,-3.50,0.0000,ball_fault
DROP,10,3,42,2,2,1,0.18,0.0000,ball_fault
DROP,10,3,43,2,0,0,-1.91,0.0000,ball_fault
DROP,10,3,44,2,2,1,-0.73,0.0000,ball_fault
DROP,10,3,45,2,0,0,-5.97,0.0000,ball_fault
DROP,10,3,46,2,2,1,0.32,0.0000,ball_fault
DROP,10,3,47,2,0,0,-1.05,0.0000,ball_fault
DROP,10,3,48,2,0,0,-4.51,0.0000,ball_fault
DROP,10,3,49,2,2,1,-1.26,0.0000,ball_fault
DROP,10,3,50,2,0,0,-0.90,0.0000,ball_fault
DROP,10,3,51,2,2,1,-0.44,0.0000,ball_fault
DROP,10,3,52,2,0,0,-2.21,0.0000,ball_fault
DROP,10,3,53,2,2,1,-0.23,0.0000,ball_fault
DROP,10,3,54,2,0,0,-0.45,0.0000,ball_fault
DROP,10,3,55,2,0,0,-1.73,0.0000,ball_fault
DROP,10,3,56,2,0,0,-3.71,0.0000,ball_fault
DROP,10,4,0,0,0,1,-2.87,0.0000,normal
DROP,10,4,1,0,0,1,-1.17,0.0000,normal
DROP,10,4,2,0,0,1,-3.13,0.0000,normal
DROP,10,4,3,0,0,1,0.19,0.0000,normal
DROP,10,4,4,0,0,1,-2.21,0.0000,normal
DROP,10,4,5,0,0,1,-1.72,0.0000,normal
DROP,10,4,6,0,0,1,-3.45,0.0000,normal
DROP,10,4,7,0,0,1,0.07,0.0000,normal
DROP,10,4,8,0,0,1,0.47,0.0000,normal
DROP,10,4,9,0,0,1,0.22,0.0000,normal
DROP,10,4,10,0,0,1,0.17,0.0000,normal
DROP,10,4,11,0,0,1,1.01,0.0000,normal
DROP,10,4,12,0,0,1,-6.68,0.0000,normal
DROP,10,4,13,0,0,1,-0.09,0.0000,normal
DROP,10,4,14,0,0,1,0.04,0.0000,normal
DROP,10,4,15,0,0,1,-5.04,0.0000,normal
DROP,10,4,16,0,0,1,0.25,0.0000,normal
DROP,10,4,17,0,0,1,0.08,0.0000,normal
DROP,10,4,18,0,0,1,-3.86,0.0000,normal
DROP,10,4,19,1,1,1,-0.32,0.0000,inner_race
DROP,10,4,20,1,1,1,-0.08,0.0000,inner_race
DROP,10,4,21,1,1,1,0.80,0.0000,inner_race
DROP,10,4,22,1,1,1,0.06,0.0000,inner_race
DROP,10,4,23,1,1,1,-0.75,0.0000,inner_race
DROP,10,4,24,1,0,0,-4.12,0.0000,inner_race
DROP,10,4,25,1,0,0,-1.17,0.0000,inner_race
DROP,10,4,26,1,1,1,-0.13,0.0000,inner_race
DROP,10,4,27,1,0,0,-8.31,0.0000,inner_race
DROP,10,4,28,1,1,1,-0.26,0.0000,inner_race
DROP,10,4,29,1,1,1,-1.85,0.0000,inner_race
DROP,10,4,30,1,1,1,0.23,0.0000,inner_race
DROP,10,4,31,1,1,1,-0.10,0.0000,inner_race
DROP,10,4,32,1,1,1,0.08,0.0000,inner_race
DROP,10,4,33,1,2,0,0.23,0.0000,inner_race
DROP,10,4,34,1,0,0,-0.18,0.0000,inner_race
DROP,10,4,35,1,0,0,-3.89,0.0000,inner_race
DROP,10,4,36,1,0,0,-3.26,0.0000,inner_race
DROP,10,4,37,1,0,0,-0.87,0.0000,inner_race
DROP,10,4,38,2,2,1,-0.96,0.0000,ball_fault
DROP,10,4,39,2,0,0,-0.74,0.0000,ball_fault
DROP,10,4,40,2,0,0,-1.74,0.0000,ball_fault
DROP,10,4,41,2,0,0,-3.50,0.0000,ball_fault
DROP,10,4,42,2,2,1,0.18,0.0000,ball_fault
DROP,10,4,43,2,0,0,-1.91,0.0000,ball_fault
DROP,10,4,44,2,2,1,-0.73,0.0000,ball_fault
DROP,10,4,45,2,0,0,-5.97,0.0000,ball_fault
DROP,10,4,46,2,2,1,0.32,0.0000,ball_fault
DROP,10,4,47,2,0,0,-1.05,0.0000,ball_fault
DROP,10,4,48,2,0,0,-4.51,0.0000,ball_fault
DROP,10,4,49,2,2,1,-1.26,0.0000,ball_fault
DROP,10,4,50,2,0,0,-0.90,0.0000,ball_fault
DROP,10,4,51,2,2,1,-0.44,0.0000,ball_fault
DROP,10,4,52,2,0,0,-2.21,0.0000,ball_fault
DROP,10,4,53,2,2,1,-0.23,0.0000,ball_fault
DROP,10,4,54,2,0,0,-0.45,0.0000,ball_fault
DROP,10,4,55,2,0,0,-1.73,0.0000,ball_fault
DROP,10,4,56,2,0,0,-3.71,0.0000,ball_fault
DROP,20,0,0,0,0,1,-0.92,0.0000,normal
DROP,20,0,1,0,0,1,-2.99,0.0000,normal
DROP,20,0,2,0,0,1,0.16,0.0000,normal
DROP,20,0,3,0,0,1,-1.34,0.0000,normal
DROP,20,0,4,0,0,1,-6.05,0.0000,normal
DROP,20,0,5,0,0,1,-3.19,0.0000,normal
DROP,20,0,6,0,0,1,-1.07,0.0000,normal
DROP,20,0,7,0,0,1,-1.02,0.0000,normal
DROP,20,0,8,0,0,1,-3.70,0.0000,normal
DROP,20,0,9,0,0,1,0.01,0.0000,normal
DROP,20,0,10,0,0,1,0.09,0.0000,normal
DROP,20,0,11,0,0,1,-5.72,0.0000,normal
DROP,20,0,12,0,0,1,-0.88,0.0000,normal
DROP,20,0,13,0,0,1,0.05,0.0000,normal
DROP,20,0,14,0,0,1,-5.44,0.0000,normal
DROP,20,0,15,0,0,1,0.41,0.0000,normal
DROP,20,0,16,0,0,1,-4.24,0.0000,normal
DROP,20,0,17,0,0,1,0.12,0.0000,normal
DROP,20,0,18,0,0,1,-5.66,0.0000,normal
DROP,20,0,19,1,0,0,-2.65,0.0000,inner_race
DROP,20,0,20,1,0,0,-1.31,0.0000,inner_race
DROP,20,0,21,1,0,0,-11.56,0.0000,inner_race
DROP,20,0,22,1,0,0,-2.63,0.0000,inner_race
DROP,20,0,23,1,1,1,0.46,0.0000,inner_race
DROP,20,0,24,1,1,1,0.09,0.0000,inner_race
DROP,20,0,25,1,0,0,0.08,0.0000,inner_race
DROP,20,0,26,1,0,0,-1.02,0.0000,inner_race
DROP,20,0,27,1,0,0,-0.59,0.0000,inner_race
DROP,20,0,28,1,0,0,-0.49,0.0000,inner_race
DROP,20,0,29,1,0,0,-1.87,0.0000,inner_race
DROP,20,0,30,1,0,0,-5.69,0.0000,inner_race
DROP,20,0,31,1,0,0,-0.45,0.0000,inner_race
DROP,20,0,32,1,0,0,-3.07,0.0000,inner_race
DROP,20,0,33,1,0,0,-1.52,0.0000,inner_race
DROP,20,0,34,1,0,0,-2.27,0.0000,inner_race
DROP,20,0,35,1,0,0,-0.11,0.0000,inner_race
DROP,20,0,36,1,0,0,-1.23,0.0000,inner_race
DROP,20,0,37,1,0,0,-1.79,0.0000,inner_race
DROP,20,0,38,2,2,1,-0.82,0.0000,ball_fault
DROP,20,0,39,2,0,0,-0.18,0.0000,ball_fault
DROP,20,0,40,2,0,0,-0.55,0.0000,ball_fault
DROP,20,0,41,2,0,0,-0.95,0.0000,ball_fault
DROP,20,0,42,2,1,0,0.14,0.0000,ball_fault
DROP,20,0,43,2,2,1,-0.20,0.0000,ball_fault
DROP,20,0,44,2,0,0,-3.67,0.0000,ball_fault
DROP,20,0,45,2,0,0,-0.84,0.0000,ball_fault
DROP,20,0,46,2,1,0,-0.09,0.0000,ball_fault
DROP,20,0,47,2,0,0,-1.76,0.0000,ball_fault
DROP,20,0,48,2,0,0,-1.76,0.0000,ball_fault
DROP,20,0,49,2,0,0,-3.18,0.0000,ball_fault
DROP,20,0,50,2,0,0,-1.80,0.0000,ball_fault
DROP,20,0,51,2,2,1,-0.10,0.0000,ball_fault
DROP,20,0,52,2,2,1,0.30,0.0000,ball_fault
DROP,20,0,53,2,2,1,-1.27,0.0000,ball_fault
DROP,20,0,54,2,2,1,0.37,0.0000,ball_fault
DROP,20,0,55,2,2,1,0.23,0.0000,ball_fault
DROP,20,0,56,2,2,1,-0.12,0.0000,ball_fault
DROP,20,1,0,0,0,1,-0.92,0.0000,normal
DROP,20,1,1,0,0,1,-2.99,0.0000,normal
DROP,20,1,2,0,0,1,0.16,0.0000,normal
DROP,20,1,3,0,0,1,-1.34,0.0000,normal
DROP,20,1,4,0,0,1,-6.05,0.0000,normal
DROP,20,1,5,0,0,1,-3.19,0.0000,normal
DROP,20,1,6,0,0,1,-1.07,0.0000,normal
DROP,20,1,7,0,0,1,-1.02,0.0000,normal
DROP,20,1,8,0,0,1,-3.70,0.0000,normal
DROP,20,1,9,0,0,1,0.01,0.0000,normal
DROP,20,1,10,0,0,1,0.09,0.0000,normal
DROP,20,1,11,0,0,1,-5.72,0.0000,normal
DROP,20,1,12,0,0,1,-0.88,0.0000,normal
DROP,20,1,13,0,0,1,0.05,0.0000,normal
DROP,20,1,14,0,0,1,-5.44,0.0000,normal
DROP,20,1,15,0,0,1,0.41,0.0000,normal
DROP,20,1,16,0,0,1,-4.24,0.0000,normal
DROP,20,1,17,0,0,1,0.12,0.0000,normal
DROP,20,1,18,0,0,1,-5.66,0.0000,normal
DROP,20,1,19,1,0,0,-2.65,0.0000,inner_race
DROP,20,1,20,1,0,0,-1.31,0.0000,inner_race
DROP,20,1,21,1,0,0,-11.56,0.0000,inner_race
DROP,20,1,22,1,0,0,-2.63,0.0000,inner_race
DROP,20,1,23,1,1,1,0.46,0.0000,inner_race
DROP,20,1,24,1,1,1,0.09,0.0000,inner_race
DROP,20,1,25,1,0,0,0.08,0.0000,inner_race
DROP,20,1,26,1,0,0,-1.02,0.0000,inner_race
DROP,20,1,27,1,0,0,-0.59,0.0000,inner_race
DROP,20,1,28,1,0,0,-0.49,0.0000,inner_race
DROP,20,1,29,1,0,0,-1.87,0.0000,inner_race
DROP,20,1,30,1,0,0,-5.69,0.0000,inner_race
DROP,20,1,31,1,0,0,-0.45,0.0000,inner_race
DROP,20,1,32,1,0,0,-3.07,0.0000,inner_race
DROP,20,1,33,1,0,0,-1.52,0.0000,inner_race
DROP,20,1,34,1,0,0,-2.27,0.0000,inner_race
DROP,20,1,35,1,0,0,-0.11,0.0000,inner_race
DROP,20,1,36,1,0,0,-1.23,0.0000,inner_race
DROP,20,1,37,1,0,0,-1.79,0.0000,inner_race
DROP,20,1,38,2,2,1,-0.82,0.0000,ball_fault
DROP,20,1,39,2,0,0,-0.18,0.0000,ball_fault
DROP,20,1,40,2,0,0,-0.55,0.0000,ball_fault
DROP,20,1,41,2,0,0,-0.95,0.0000,ball_fault
DROP,20,1,42,2,1,0,0.14,0.0000,ball_fault
DROP,20,1,43,2,2,1,-0.20,0.0000,ball_fault
DROP,20,1,44,2,0,0,-3.67,0.0000,ball_fault
DROP,20,1,45,2,0,0,-0.84,0.0000,ball_fault
DROP,20,1,46,2,1,0,-0.09,0.0000,ball_fault
DROP,20,1,47,2,0,0,-1.76,0.0000,ball_fault
DROP,20,1,48,2,0,0,-1.76,0.0000,ball_fault
DROP,20,1,49,2,0,0,-3.18,0.0000,ball_fault
DROP,20,1,50,2,0,0,-1.80,0.0000,ball_fault
DROP,20,1,51,2,2,1,-0.10,0.0000,ball_fault
DROP,20,1,52,2,2,1,0.30,0.0000,ball_fault
DROP,20,1,53,2,2,1,-1.27,0.0000,ball_fault
DROP,20,1,54,2,2,1,0.37,0.0000,ball_fault
DROP,20,1,55,2,2,1,0.23,0.0000,ball_fault
DROP,20,1,56,2,2,1,-0.12,0.0000,ball_fault
DROP,20,2,0,0,0,1,-0.92,0.0000,normal
DROP,20,2,1,0,0,1,-2.99,0.0000,normal
DROP,20,2,2,0,0,1,0.16,0.0000,normal
DROP,20,2,3,0,0,1,-1.34,0.0000,normal
DROP,20,2,4,0,0,1,-6.05,0.0000,normal
DROP,20,2,5,0,0,1,-3.19,0.0000,normal
DROP,20,2,6,0,0,1,-1.07,0.0000,normal
DROP,20,2,7,0,0,1,-1.02,0.0000,normal
DROP,20,2,8,0,0,1,-3.70,0.0000,normal
DROP,20,2,9,0,0,1,0.01,0.0000,normal
DROP,20,2,10,0,0,1,0.09,0.0000,normal
DROP,20,2,11,0,0,1,-5.72,0.0000,normal
DROP,20,2,12,0,0,1,-0.88,0.0000,normal
DROP,20,2,13,0,0,1,0.05,0.0000,normal
DROP,20,2,14,0,0,1,-5.44,0.0000,normal
DROP,20,2,15,0,0,1,0.41,0.0000,normal
DROP,20,2,16,0,0,1,-4.24,0.0000,normal
DROP,20,2,17,0,0,1,0.12,0.0000,normal
DROP,20,2,18,0,0,1,-5.66,0.0000,normal
DROP,20,2,19,1,0,0,-2.65,0.0000,inner_race
DROP,20,2,20,1,0,0,-1.31,0.0000,inner_race
DROP,20,2,21,1,0,0,-11.56,0.0000,inner_race
DROP,20,2,22,1,0,0,-2.63,0.0000,inner_race
DROP,20,2,23,1,1,1,0.46,0.0000,inner_race
DROP,20,2,24,1,1,1,0.09,0.0000,inner_race
DROP,20,2,25,1,0,0,0.08,0.0000,inner_race
DROP,20,2,26,1,0,0,-1.02,0.0000,inner_race
DROP,20,2,27,1,0,0,-0.59,0.0000,inner_race
DROP,20,2,28,1,0,0,-0.49,0.0000,inner_race
DROP,20,2,29,1,0,0,-1.87,0.0000,inner_race
DROP,20,2,30,1,0,0,-5.69,0.0000,inner_race
DROP,20,2,31,1,0,0,-0.45,0.0000,inner_race
DROP,20,2,32,1,0,0,-3.07,0.0000,inner_race
DROP,20,2,33,1,0,0,-1.52,0.0000,inner_race
DROP,20,2,34,1,0,0,-2.27,0.0000,inner_race
DROP,20,2,35,1,0,0,-0.11,0.0000,inner_race
DROP,20,2,36,1,0,0,-1.23,0.0000,inner_race
DROP,20,2,37,1,0,0,-1.79,0.0000,inner_race
DROP,20,2,38,2,2,1,-0.82,0.0000,ball_fault
